PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;Latitud_1;Longitud_1
5987416;Parque de la Casa de Campo;La Casa de Campo de Madrid fue un Real Sitio destinado a la caza y al recreo de la Monarquía desde que Felipe  II  adquirió la primitiva finca de la familia Vargas en 1562, hasta la incautación de los bienes de la Corona por el Gobierno de la Segunda República mediante un Decreto del 20 de abril de 1931. A través de dicho Decreto, los terrenos de la Casa de Campo y del Campo del Moro fueron cedidos al Ayuntamiento de Madrid para su uso como parques de recreo e instrucción pública. En 2010, se declaró Bien de Interés Cultural en la categoría de Sitio Histórico.  Actualmente, la Casa de Campo constituye el principal pulmón verde de la ciudad y alberga diversas actividades relacionadas con su uso recreativo y educativo para los ciudadanos. A su valor ecológico y paisajístico se suma una importante carga histórica, reflejada en restos arqueológicos significativos, edificaciones de carácter histórico-monumental vinculadas a su etapa como Real Sitio y una representación de arquitecturas contemporáneas surgidas desde su conversión en parque público. Se trata de un parque histórico de carácter principalmente forestal, de gran extensión, con un relieve ondulado que presenta suaves pendientes y pequeños cerros. Está atravesado por pequeños valles donde discurren varios arroyos, algunos permanentes y otros estacionales, que confluyen en el río Manzanares. Entre las láminas de agua destaca el Lago de la Casa de Campo y varias charcas artificiales, que proporcionan hábitat y alimento a la fauna local. Dentro de la Casa de Campo se encuentran varios recintos de gestión independiente, como el Parque de Atracciones, el Parque Zoológico, el Recinto Ferial, la Venta del Batán y el Club de Campo. En cuanto a su vegetación, destacan encinares, retamares, fresnedas, olmedas, bosques de ribera y repoblaciones de pinos y arizónicas. En algunas zonas, las encinas comienzan a emerger, iniciando un proceso natural de sustitución del pinar. Este emblemático espacio está recomendado entre las visitas turísticas a la ciudad, según la web oficial de turismo de Madrid.;Durante todo el año, ininterrumpido para peatones. Cerrado al tráfico privado. Los accesos del Zoo, Parque de Atracciones, Paseo de Extremadura y zona del Lago se cierran de 1 a 6 horas.;;Metro: Batán (línea 10)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;Conservación: Dirección General de Gestión del Agua y Zonas Verdes, Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 1.535,52 hectáreas.  Vegetación predominante:    Ejemplares arbóreos: pino piñonero (Pinus pinea), encina (Quercus ilex), ciprés de Arizona (Cupressus arizonica), fresno (Fraxinus spp.), olmo (Ulmus spp.).;2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=482a315919a9e210VgnVCM1000000b205a0aRCRD;PUERTA DEL ANGEL;PASEO;V;1;;;;;MADRID;MADRID;28011;1;CASA DE CAMPO;9;MONCLOA-ARAVACA;438050;4474045;4.041.472.407.139.100;-37.301.857.404.819.700;;;;/contenido/entidadesYorganismos/ParquesJardines/ParquesHistoricos;40,414723;-3,730186
5984464;Parque de la Cuña Verde de Latina;"El Parque de la Cuña Verde de Latina es una extensa zona verde de forma alargada, atravesada por las calles Sepúlveda y Alhambra, y dotada de miradores distribuidos a lo largo de su recorrido, que ofrecen impresionantes vistas de la Catedral de la Almudena y el Palacio Real. Esta gran zona verde es una de las más singulares de la ciudad, al integrar un amplio elenco de elementos que la confieren ese carácter: muros de hormigón, puentes, torres de iluminación, pasarelas, miradores, umbráculos, etc. Desde sus miradores (el Alto y el Bajo, situados al oeste y este de la calle Alhambra respectivamente) hay magníficas vistas de la ciudad. Son muy interesantes los restos de fortines y bunkers de la guerra civil. En el Cerro de la Mica nace una pequeña ría en cuyos extremos aparecen fuentes de agua en forma de caracola. También existen otras láminas de agua.  El arbolado está formado por plátanos de sombra, falsas acacias, pinos piñoneros, ciruelos rojos, melias, cedros, tilos, chopos, almeces y castaños de Indias. Existen algunos ejemplares de pino del Himalaya, bonita especie de pino con cinco acículas y piña de gran tamaño. Aparecen también algunos grandes ejemplares de frutales (moreras y albaricoqueros), que provienen de restos de los patios y huertos de las antiguas infraviviendas. Este parque cuenta con numerosas áreas infantiles y zonas deportivas, como un rocódromo y un carril bici, que lo recorre de extremo a extremo. Además, alberga una rosaleda, tres estanques y una pasarela peatonal elevada que cruza la calle Caramuel, creando un entorno especial para pasear y disfrutar del ambiente y el paisaje urbano. La primera fase de su desarrollo se realizó en 1991, culminandose la última fase en 2002, siendo inaugurado por el entonces alcalde Alvarez del Manzano en 2003. En 2006 se demolieron estructuras metálicas y de hormigón que formaban parte del espacio y en 2013 una zona de infraviviendas. En 2012 se instaló una placa en recuerdo de Andrés Saborit, Teniente de Alcalde en el Ayuntamiento de Madrid en los años treinta del siglo XX. En 2014, la calle que delimita el parque por el sureste pasó a denominarse calle Angel Sanz Briz, conocido como el &amp;ldquo;ángel de Budapest&amp;rdquo; por salvar la vida de unos 5.000 judíos en esta ciudad durante el Holocausto. En 2020 se realizaron importantes mejoras en el parque.";;Zonas infantiles Zonas de mayores Instalaciones deportivas Carril bici Punto limpio Rocódromo Miradores;Metro: Laguna (linea 6) Bus: 17 , 25 , 31 , 55 , 119  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.  Superficie. 653.281 m&amp;sup2;.  Vegetación predominante:    Árboles: Plátano de sombra (Platanus &amp;times; hispanica), Pino piñonero (Pinus pinea), Falsa acacia (Robinia pseudoacacia) y Ciruelo rojo (Prunus cerasifera).  Arbustos: Rosas (Rosas) y Laurel cerezo (Prunus laurocerasus).  Macizos arbustivos: Piracanta de hoja estrecha (Pyracantha angustifolia), Abelia (Abelia) y Espino de fuego (Pyracantha coccinea).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=66732baf6409e210VgnVCM1000000b205a0aRCRD;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;CALLE;V;11;;;;;MADRID;MADRID;28047;3;LUCERO;10;LATINA;436469;4472423;4.039.998.426.244.180;-37.486.569.900.905.600;;;;;40,399992;-3,748657
5978380;Parque de la Cuña Verde de O´Donnell;"El Parque de la Cuña Verde de O'Donnell se extiende entre los distritos de Moratalaz y Ciudad Lineal, ocupando terrenos situados al sur y al este del Cementerio de la Almudena. En el Distrito de Moratalaz, se encuentra delimitado por la prolongación de la calle O'Donnell al norte, la calle Doctor García Tapia y la calle José Bergamín al sur, la calle Fuente Carrantona al este y la calle Arroyo de la Media Legua al oeste. En Ciudad Lineal, el parque abarca el área sur y este del Cementerio, delimitado por la prolongación de la calle O'Donnell, la Avenida Daroca y la calle Fuente Carrantona, en lo que ha venido a denominarse Cuña Norte de O'Donnell. Este parque forma parte del sistema de espacios libres integrado en el modelo urbanístico del Plan General, que busca conectar y penetrar áreas verdes dentro del entorno urbano. Las cuñas verdes surgen en los instrumentos urbanísticos como elementos de conexión de zonas verdes y la Cuña de O&amp;acute;Donnell estaba recogida ya en el Plan General de 1963. Proviene de espacios degradados, que en muchos casos se utilizaban como vertederos, y se construyó mucho más tarde y en varias fases, la primera inaugurada en 2005 y la quinta en 2021. En el extremo oeste aún queda pendiente una zona sin desarrollar, así como por finalizar completamente, integrada en el Bosque Metropolitano, la Cuña Norte de O'Donnell. Con un diseño que alterna áreas forestales y de recreo, el Parque de la Cuña Verde de O'Donnell se configura como un espacio donde se combinan instalaciones deportivas como un skate park y uno de los pocos pump track para bicis bmx que hay en Madrid, zonas de descanso y áreas infantiles, así como un mirador, un auditorio y plataformas habilitadas como recinto ferial. Está poblado por abundante arbolado compuesto de pinos piñoneros, encinas, olivos, robles, plátanos de sombra, alcornoques, cedros, almeces y melias, entre otros, y también dispone de zonas arbustivas y de césped. Con las fases de consolidación previstas, el parque tiene como objetivo convertirse en un lugar de actividad continua, promoviendo tanto el deporte como la convivencia, y ofreciendo un espacio de encuentro para el vecindario. Las fases ya ejecutadas permiten que este parque sea un referente para actividades al aire libre, favoreciendo la interacción y el disfrute en un entorno natural dentro de la ciudad.";;Zonas infantiles Zonas de mayores Zonas caninas Instalaciones deportivas Puntos de información ambiental Auditorio Circuito Biosaludable Carril Bici;Bus: 140  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad  Superficie: 413.588 m&amp;sup2;.  Vegetación predominante:      Árboles: Pino (Pinus), Roble (Quercus robur), Almez (Celtis australis) y Encina (Quercus ilex).    Arbustos: Escalonia (Escallonia), Fotinia (Photinia) y Durillo (Viburnum).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8c86e2704a07e210VgnVCM1000000b205a0aRCRD;FUENTE CARRANTONA;CALLE;V;61;;;;;MADRID;MADRID;28030;3;MARROQUINA;14;MORATALAZ;446635;4473699;4.041.220.177.650.090;-3.628.985.975.935.670;;;;/contenido/entidadesYorganismos/ParquesJardines/ParquesForestales;40,412201;-3,628974
5981460;Parque de la Dehesa Boyal;El Parque de la Dehesa Boyal, ubicada entre la Gran Vía de Villaverde, la calle de Burjasot y las líneas férreas, es el parque más al sur de la ciudad. Es un espacio verde más o menos triangular que se divide en dos zonas claramente diferenciadas. La primera, constituida por amplias praderas de césped y macizos arbustivos, está atravesada por una red de paseos y caminos que rodean un estanque de grandes dimensiones, con surtidores, con una rocalla y un templete. En esta zona el arbolado es variado, predominando castaños de Indias, almeces, ciruelos rojos, perales de flor, moreras, tuyas, acacias, liquidámbares, aligustres y palmitos, entre otros. La segunda zona está formada por una densa masa de pinos carrascos, piñoneros y cipreses, donde es común observar la población de ardillas que habita en el parque. Todo el parque es atravesado por paseos pavimentados y de terrizo y zonas estanciales con bancos. También está dotado con zonas infantiles y juegos de calistenia. El ahora parque fue en su momento la dehesa boyal de Villaverde, es decir, un espacio donde pastaba el ganado de Villaverde. Los terrenos fueron cedidos inicialmente por el Ayuntamiento a la extinta Diputación de Madrid para la instalación de un vivero forestal, de donde proceden los pinos más grandes del parque. Tras un incendio producido en 1969, que arrasó parte del arbolado, en 1970 los terrenos revertieron al municipio, que lo ajardinó a partir de 1970, y en 1973 se inauguró como parque público.;;Zonas infantiles Zonas de mayores Circuito deportivo;Bus: 59 y 79  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 126.821 m&amp;sup2;.  Vegetación predominante:      Árboles: Pino carrasco (Pinus halepensis), Olmo de Siberia (Ulmus pumila), Ciprés de Arizona (Cupressus arizonica) y Pino piñonero (Pinus pinea).    Arbustos: Junípero horizontal (Juniperus horizontalis), Tuya (Thuja) y Ciprés de Lawson (Chamaecyparis lawsoniana).    Macizos arbustivos:  Jara (Cistus), Lavanda (Lavandula) y Hiedra (Hedera).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bc1a24622fa7e210VgnVCM2000000c205a0aRCRD;BURJASOT;CALLE;V;1;;A;;;MADRID;MADRID;28021;2;SAN CRISTOBAL;17;VILLAVERDE;441664;4466224;4.034.452.019.989.430;-3.686.887.364.713.820;;;;/contenido/entidadesYorganismos/ParquesJardines;40,344528;-3,686876
7767308;Parque de la Gavia;"El Parque de la Gavia es una de las zonas verdes más singulares del Ensanche de Vallecas. Su diseño inicial es del arquitecto japonés Toyo Ito (Premio Pritzker 2013), que ganó el concurso de ideas convocado en 2003, en base al cual se realizó una primera fase en 2007, aunque pronto se paralizó su construcción, debido fundamentalmente a la crisis económica. Posteriormente, en 2016, se realizó un proceso participativo de gran alcance en el que se recogieron distintas propuestas ciudadanas, que complementaron y variaron el diseño. En 2018 se ejecutó una segunda fase del parque, que rehabilitaba y completaba las obras originales y que incluyó el cerramiento del parque, la reposición de plantaciones deterioradas, la instalación de un sistema de riego telegestionado y mejoras en pavimentación y drenaje. En 2019 se licitó un gran proyecto, cuya ejecución concluyó en 2021, que abarcaba ya la totalidad del parque e incorporaba las propuestas vecinales, ampliando las instalaciones y dando lugar una organización de espacios que prescindía en su mayor parte del diseño original.   Cabe reseñar que este lugar había sido elegido para la construcción un canal artificial para las pruebas de pirag&amp;uuml;ismo en aguas bravas si la candidatura de Madrid para los Juegos olímpicos de 2012 hubiera salido adelante.   La vegetación está formada por bosquetes de álamos blancos, membrilleros, encinas, chopos negros, almeces, plátanos de paseo, sauces, arces, fresnos, tilos y almendros, por arbustivas como rosales silvestres, mimbreras, espinos blancos, saúcos, etc., así como por amplias praderas de césped, en un paisaje compuesto por suaves colinas.  El parque se estructura en dos zonas, una urbana y una forestal, separadas por una ría, con un recorrido que inicia en una cascada y termina en un lago. La ría discurre por donde lo hacía el arroyo de la Gavia, y conecta las dos áreas del parque mediante puentes peatonales.  La zona urbana la constituyen:   - Plaza del Agua: punto de reunión para realizar diferentes actividades, con pavimento permeable y vistas globales del parque.  - Bosque de los Sentidos: con actividades y caminos ajardinados que conducen a diversas zonas infantiles.  - Árbol del Agua: un espacio acuático formado por un árbol escultórico en una zona acuática, rodeado de zonas paisajísticas y naturalizadas con diferentes usos En la parte forestal se ubican cinco colinas con temática diferente y usos específicos:  - Colina sobre Ruedas: espacio para deportes con ruedas, como bicicletas patines y skate.  - Colina del Reciclaje: zona educativa que reutiliza neumáticos para crear mobiliario y promover la conciencia ecológica.  - Colina del Viento: área libre para el vuelo de cometas.  - Mirador Estelar: un punto de encuentro y observación del cielo vallecano.   - Merendero, donde se ubican diferentes mesas de picnic.  El parque ofrece también una gran variedad de áreas para diferentes actividades, un área canina, cuatro áreas infantiles, un carril bici y nueve zonas deportivas, incluyendo:  - Área de Integración: zona inclusiva para menores con diversas capacidades, fomentando la creatividad, el ejercicio y el desarrollo motor.  - Zona de Aventura: espacio con toboganes, tirolinas y juegos de aventura en un entorno natural.  - Zona de los Sentidos: área de juegos sensoriales, con instrumentos musicales y juegos táctiles.  - Zona de Escalada: rocódromo con diferentes alturas para la práctica de la escalada.  - Zona de Parkour: espacio adyacente a la zona de escalada para practicar parkour.  - Área Deportiva: espacio con zonas de entrenamiento y pistas multideporte sobre la cubierta del estanque de tormentas.  - Zona Canina: área amplia para el entrenamiento de perros, ubicada sobre el estanque de tormentas.  El parque está contiguo y conectado con el parque de La Atalayuela, consolidando dos espacios singulares dentro del paisaje urbano.";"Horario de verano (de junio a septiembre): todos los días de 7 a 1 horas. Horario de invierno (de octubre a mayo): viernes y sábados de 7 a 24 horas; resto de la semana de 7 a 23 horas.";;Metro: La Gavia, Congosto (linea 1) Autobús: Línea 103  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 195.000 m&amp;sup2;.  Vegetación predominante:     Árboles:   Álamo blanco (Populus alba), M embrillero (Cydonia oblonga),  Encina (Quercis ilex) y C hopo (Populus nigra).     Macizos arbustivos:   Rosa Silvestre (Rosa canina ),  Mimbrera (Salix fragilis),  Mimbrera (Salix viminalis) y  Espino blanco (Crataegus monogyna).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=48a88d736701a410VgnVCM1000000b205a0aRCRD;MAYORAZGO;AVENIDA;V;26;;;;;MADRID;MADRID;28051;1;CASCO H.VALLECAS;18;VILLA DE VALLECAS;446655;4468783;4.036.791.659.504.530;-36.283.267.501.780.200;917210079;;parquelagavia@madrid.es;;40,367916;-3,628327
5984552;Parque de la Maceta;El Parque de la Maceta, también conocido como Parque Casalarreina, es un modesto parque urbano situado en el barrio de Casco Histórico de Vicálvaro, que conecta la zona edificada con el contiguo Parque de la Cuña Verde. A pesar de su tamaño, el parque destaca por su sensación de volumen, gracias a las copas de los grandes árboles que lo rodean, principalmente chopos y plátanos, aunque también dispone de olmos siberianos, pinos piñoneros y madroños.  El parque se organiza mediante paseos que atraviesan praderas arboladas y dispone de varias zonas de recreo: una zona infantil, una área canina y un conjunto de pistas deportivas para la práctica de actividades físicas, para el disfrute de toda la comunidad.;;Zonas infantiles Zonas caninas Instalaciones deportivas;Metro: Vicálvaro (línea 9)  Bus: E3 , 4 , 100 , 106 , 130   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación:Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.  Superficie. 12.922 m&amp;sup2;.     Vegetación predominante:         Árboles: Plátano de sombra (Platanus &amp;times; hispanica), Álamo blanco (Populus alba), Piino piñonero (Pinus pinea) y Olmo de Siberia (Ulmus pumila).    Arbustos: Madroño (Arbutus unedo).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb53e12aa509e210VgnVCM2000000c205a0aRCRD;DAROCA;AVENIDA;V;301;;;;;MADRID;MADRID;28032;;AMBROZ;;VICALVARO;447765;4473268;4.040.838.172.678.720;-36.156.327.652.234.800;;;;/contenido/entidadesYorganismos/ParquesJardines;40,408390;-3,615621
12006175;Parque de la Montaña Templo de Debod;;;;;;2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8ac65b04f2be7810VgnVCM2000001f4a900aRCRD;PROFESOR MARTIN ALMAGRO BASCH;CALLE;V;;;;;;MADRID;MADRID;28008;1;CASA DE CAMPO;9;MONCLOA-ARAVACA;;;40.423.065.607.234.400;-37.168.927.333.258.700;;;;;;
6002643;Parque de la Supermanzana;Parque de entrebloques y en varias alturas con zonas de pinar, paseos, zonas infantiles y campo de fútbol. Tiene alguna pradera y preciosos sauces llorones.;;Zonas infantiles. Instalaciones deportivas;Metro: Herrera Oria (línea 9) Bus: 67, 83  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.   Superficie: 23.747 m2    Especies predominantes (nombre común) con respecto a especies principales:  Árboles. N&amp;ordm; total de unidades arbóreas: 261Plátano de sombra 54%Pino piñonero 34%Olmo de Siberia 3%Ciruelo rojo 3% Macizos arbustivos. Superficie de macizos arbustivos: 1.681 m&amp;sup2; Espino de fuego 28%Adelfa 24%Pitosporo 3%";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a68e7d9139ce210VgnVCM2000000c205a0aRCRD;SANGENJO;CALLE;V;27;;;;;MADRID;MADRID;28034;5;LA PAZ;8;FUENCARRAL-EL PARDO;440615;4481861;4.048.531.189.120.050;-37.006.858.825.216.600;;;;/contenido/entidadesYorganismos/ParquesJardines;40,485320;-3,700686
5966337;Parque de la Ventilla;"El Parque de la Ventilla es un espacio verde abierto con una temática forestal, predominantemente compuesto por un pinar de diversas edades (fundamentalmente pinos carrascos de grandes dimensiones y pinos piñoneros de menor talla &amp;ndash;fruto de plantaciones posteriores&amp;ndash;) y recorridos que lo atraviesan. Su topografía es ondulada lo que le confiere un aspecto natural. Entre el arbolado presente, además de los pinos, hay cipreses, melias, cedros, catalpas, plátanos de sombra y macizos arbustivos de taray, cotoneaster y juníperos, entre otros. Está delimitado por las calles Sinesio Delgado, Avenida de Asturias, Vía Límite y calle Magnolias, suponiendo como una prolongación hacia el este de los parques Huerta del Obispo y Agustín Rodríguez Sahagún. Posee un frontal más urbano y ajardinado, paralelo a la Vía Límite. En el parque se encuentran áreas para el entrenamiento deportivo, una pista de fútbol, zonas infantiles y un espacio para perros, así como áreas habilitadas para hacer picnic. También hay un circuito biosaludable, una pista de patinaje y una fuente ornamental junto al eje Sinesio Delgado. Este lugar es muy apreciado por su entorno natural, siendo ideal para pasear y llevar a cabo actividades al aire libre.  En 2009 se sometió a una importante mejora en sus infraestructuras viarias y jardineras, como comienzo de una paulatina transformación de su naturaleza forestal en un parque convencional.  El parque tiene su origen en el Plan General de Ordenación Urbana de Madrid de 1946, que fijaba la muy gráficamente denominada Vía Límite como linea perimentral de contención de la expansión del entonces suburbio de la Ventilla. Entre 1952 y 1955 los terrenos empezaron a repoblarse con pino carrasco, y el parque se consolidó durante la década de los sesenta. Presenta aún numerosos vestigios de antiguas infraestructuras de la traída de aguas del Canal de Isabel II.";;Zonas infantiles Zonas caninas Instalaciones deportivas Circuito biosaludable;Bus: 42 , 67 , 147  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación:Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 101.584 m&amp;sup2;.  Vegetación predominante:    Árboles: Pino carrasco (Pinus halepensis), Pino piñonero (P inus pinea), Ciprés (Cupressus), Catalpa (Catalpa) y Plátano de sombra (Platanus &amp;times; hispanica).  Macizos arbustivos: Taray (Tamarix gallica), Cotoneaster (Cotoneaster) y Junípero (Juniperus).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=579dad627a83e210VgnVCM1000000b205a0aRCRD;VIA LIMITE;CALLE;V;51;;;;;MADRID;MADRID;28029;4;ALMENARA;6;TETUAN;441265;4480535;4.047.342.193.811.740;-36.929.061.067.371.700;;;;/contenido/entidadesYorganismos/ParquesJardines;40,473421;-3,692894
5986900;Parque de la Vicalvarada;"El Parque de la Vicalvarada debe su nombre al pronunciamiento militar, seguido de una insurrección popular, que fue liderado por el general O&amp;rsquo;Donnell en 1854 contra el gobierno nacional, durante el reinado de Isabel II. Esta revolución es conocida como &amp;ldquo;La Vicalvarada&amp;rdquo;, pues uno de sus focos principales tuvo lugar en el entonces pueblo de Vicálvaro, y puso fin a la llamada década moderada para dar comienzo al bienio progresista, entregando el gobierno al general progresista Espartero. El parque es un amplio espacio verde que destaca por su diseño geométrico, estructurado en torno a tres plazas circulares interconectadas por paseos arbolados formando así una figura triangular rodeada de zonas ajardinadas. El diseño distribuye grandes áreas estanciales, praderas arboladas, terrizos y zonas de césped y arbustos. Entre sus árboles destacan chopos, arces y tilos, pero también cedros, melias, fresnos, magnolios, almeces y pinos piñoneros junto con alineaciones de castaños de Indias y árboles de los farolillos. Entre sus especies arbustivas figuran el madroño, el laurel cerezo, el romero, la griñolera, la adelfa o la espirea. Dispone de zonas de juegos infantiles, un área de calistenia y una zona de ejercicios para mayores, así como de un campo de fútbol profesional, que amplía la oferta deportiva de la zona. El parque también alberga varias esculturas que enriquecen su paisaje. En una de las plazas se halla un obelisco sobre un basamento de granito que rememora el pronunciamiento mencionado.  Existe también una escultura abstracta, instalada en otra de las glorietas principales del parque, y en el lateral del parque aparece un monumento en pro de la paz y el desarme, del escultor Alfonso Marín García.";;Zonas infantiles Zonas de mayores Instalaciones deportivas;Bus: 4 , 100 , 106  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.   Superficie: 48.872 m&amp;sup2;.  Vegetación predominante:       Árboles: Arce (Acer), Chopo de Simón (Populus simonii) y Tilo de hojas grandes (Tilia platyphyllos).    Arbustos: Madroño (Arbutus unedo), Romero (Salvia rosmarinus) y Laurel cerezo (Prunus laurocerasus).    Macizos arbustivos: Griñolera (Cotoneaster), Adelfa (Nerium oleander) y Espirea (Spiraea).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dcbac9728e99e210VgnVCM1000000b205a0aRCRD;VILLABLANCA;CALLE;V;1;;;;;MADRID;MADRID;28032;;AMBROZ;;VICALVARO;448361;4473366;4.040.930.182.229.150;-3.608.605.091.516.180;;;;/contenido/entidadesYorganismos/ParquesJardines;40,409310;-3,608605
11040844;Parque de la Volatería;El Parque de la Volatería es un extenso espacio verde dividido en dos por la Vía Lusitana, situado cerca del cementerio de Carabanchel, al sur. Este parque es notable por su atractivo diseño, que combina diferentes áreas de descanso, amplias praderas verdes y zonas arboladas de diversas edades, con una destacada presencia de castaños de Indias. Entre sus características más destacadas se encuentra una cascada artificial y un pequeño lago, que aportan un ambiente relajante y natural. Además, el parque ofrece diversas instalaciones, como pistas deportivas y zonas de juegos infantiles. Una de sus plazas resalta por su diseño singular, que incluye una pérgola circular. Este parque es muy valorado tanto por su entorno natural como por sus puntos panorámicos, ofreciendo múltiples opciones para el ocio y el descanso.;;Zona infantil;Metro: línea 11 (San Francisco)  Bus: 116,121,131,155;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente.  Superficia: 157.817 m&amp;sup2;.  Vegetación predominante:    Árboles: Castaño de indias (Aesculus hippocastanum), Falso plátano (Acer pseudoplatanus), Almez (Celtis australis), Catalpa (Catalpa), Cedro llorón (Cedrus deodara), Ciprés común (Cupressus sempervirens) y Pino piñonero (Pinus pinea).     Arbustos: Pita (Agave americana) y Laurel (Laurus nobilis).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fb0ae22d7abd610VgnVCM2000001f4a900aRCRD;POBLADOS;AVENIDA;V;110;;;;;MADRID;MADRID;28054;6;BUENAVISTA;11;CARABANCHEL;437808;4469462;4.037.342.722.778.790;-3.732.581.210.214.340;;;;;40,373419;-3,732590
